Cell IdX,Cell IdY,Cell IdZ,Voxel IdX,Voxel IdY,Voxel IdZ,X [mm],Y [mm],Z [mm],Dose [Gy],FieldScalingFactor
1,1,0,6,6,6,-4.5,-4.5,-22.5,3.36125e-07,0.710414
1,1,1,1,2,9,-9.5,-8.5,-7.5,1.15464e-06,0.120875
2,3,0,0,4,3,1.5,17.5,-25.5,6.12433e-07,0.772238
0,1,1,2,7,1,-20.5,-3.5,-15.5,0,0.405514
1,1,0,6,0,5,-4.5,-10.5,-23.5,8.42748e-07,0.760894
3,1,0,2,0,7,15.5,-10.5,-21.5,0,0.666672
1,3,0,2,8,2,-8.5,21.5,-26.5,0,0.79329
3,1,1,6,3,3,19.5,-7.5,-13.5,0,0.33586
2,3,0,4,3,6,5.5,16.5,-22.5,1.94276e-06,0.651929
2,2,0,8,5,1,9.5,6.5,-27.5,0,0.887211
0,1,0,7,0,0,-15.5,-10.5,-28.5,0,0.956513
1,0,1,2,3,4,-8.5,-19.5,-12.5,0,0.324592
2,2,0,5,9,0,6.5,10.5,-28.5,0,0.919445
1,3,0,5,0,1,-5.5,13.5,-27.5,3.97626e-07,0.868127
0,2,0,5,1,4,-17.5,2.5,-24.5,1.75307e-06,0.761222
0,1,1,6,7,2,-16.5,-3.5,-14.5,7.0111e-07,0.374097
1,0,0,2,4,0,-8.5,-18.5,-28.5,0,0.974183
3,1,1,4,7,4,17.5,-3.5,-12.5,0,0.294255
0,0,0,2,8,0,-20.5,-14.5,-28.5,0,0.95061
3,1,1,1,5,1,14.5,-5.5,-15.5,0,0.420343
0,2,1,6,7,8,-16.5,8.5,-8.5,1.66084e-06,0.115137
2,1,1,9,9,9,10.5,-1.5,-7.5,0,0.10856
0,0,1,2,6,9,-20.5,-16.5,-7.5,0,0.112094
3,1,0,3,2,0,16.5,-8.5,-28.5,0,0.951855
2,3,1,4,2,3,5.5,15.5,-13.5,7.41635e-07,0.298351
1,3,0,6,7,6,-4.5,20.5,-22.5,7.9117e-08,0.637055
0,1,0,8,3,0,-14.5,-7.5,-28.5,6.23709e-08,0.953814
2,0,0,2,5,0,3.5,-17.5,-28.5,2.09906e-07,0.977087
2,3,1,2,9,9,3.5,22.5,-7.5,1.21155e-07,0.0448547
1,2,1,8,5,9,-2.5,6.5,-7.5,2.0182e-07,0.0960255
3,1,0,6,4,1,19.5,-6.5,-27.5,0,0.90037
1,1,0,4,5,8,-6.5,-5.5,-20.5,1.59188e-06,0.6295
0,3,0,0,4,6,-22.5,17.5,-22.5,0,0.621747
0,1,0,5,0,0,-17.5,-10.5,-28.5,4.73266e-08,0.952649
2,3,0,7,9,5,8.5,22.5,-23.5,0,0.666452
2,0,1,3,2,9,4.5,-20.5,-7.5,1.6584e-07,0.134719
2,2,0,8,0,8,9.5,1.5,-20.5,0,0.612696
0,2,1,4,2,1,-18.5,3.5,-15.5,1.10419e-06,0.394827
3,0,1,7,1,7,20.5,-21.5,-9.5,0,0.191035
2,0,1,2,6,3,3.5,-16.5,-13.5,6.26648e-07,0.365202
1,0,1,4,3,4,-6.5,-19.5,-12.5,0,0.326184
1,2,0,8,7,7,-2.5,8.5,-21.5,2.01706e-06,0.63927
2,0,1,7,4,8,8.5,-18.5,-8.5,5.65149e-07,0.169393
2,0,1,1,2,5,2.5,-20.5,-11.5,2.66069e-07,0.289537
1,1,0,3,5,3,-7.5,-5.5,-25.5,7.39758e-07,0.833859
3,0,0,1,7,5,14.5,-15.5,-23.5,0,0.755579
3,2,1,4,4,5,17.5,5.5,-11.5,0,0.236099
0,0,0,8,9,7,-14.5,-13.5,-21.5,4.8234e-09,0.671726
1,1,1,9,0,1,-1.5,-10.5,-15.5,5.69336e-07,0.438735
1,3,0,1,2,8,-9.5,15.5,-20.5,0,0.571501
0,3,1,0,8,7,-22.5,21.5,-9.5,0,0.098995
0,2,0,3,0,3,-19.5,1.5,-25.5,5.15849e-07,0.800673
2,1,0,7,1,4,8.5,-9.5,-24.5,0,0.797897
0,1,0,6,9,3,-16.5,-1.5,-25.5,6.06465e-07,0.813649
1,2,0,4,9,0,-6.5,10.5,-28.5,3.68956e-07,0.919414
0,0,0,8,7,5,-14.5,-15.5,-23.5,0,0.755497
2,2,0,0,2,9,1.5,3.5,-19.5,0,0.572381
0,1,1,0,9,8,-22.5,-1.5,-8.5,0,0.126292
0,0,0,6,1,7,-16.5,-21.5,-21.5,0,0.673569
2,3,0,8,3,5,9.5,16.5,-23.5,1.58982e-06,0.689223
0,3,1,9,9,7,-13.5,22.5,-9.5,0,0.111679
1,1,0,7,9,9,-3.5,-1.5,-19.5,6.4191e-08,0.583195
0,3,1,4,7,1,-18.5,20.5,-15.5,0,0.34163
0,2,0,0,6,1,-22.5,7.5,-27.5,0,0.860216
2,0,1,0,6,7,1.5,-16.5,-9.5,1.38216e-06,0.210175
0,3,0,6,2,7,-16.5,15.5,-21.5,0,0.601686
2,1,0,5,1,0,6.5,-9.5,-28.5,0,0.966767
0,0,0,0,6,7,-22.5,-16.5,-21.5,0,0.65782
3,0,0,6,0,4,19.5,-22.5,-24.5,0,0.790948
0,2,0,1,1,8,-21.5,2.5,-20.5,1.15293e-07,0.589709
1,0,1,1,8,5,-9.5,-14.5,-11.5,1.50882e-07,0.281343
3,3,1,2,1,3,15.5,14.5,-13.5,1.92794e-07,0.290696
1,0,1,4,0,8,-6.5,-22.5,-8.5,0,0.172372
1,1,1,9,6,0,-1.5,-4.5,-16.5,2.25258e-07,0.469413
1,0,0,7,1,6,-3.5,-21.5,-22.5,5.45609e-08,0.729125
0,3,1,0,6,6,-22.5,19.5,-10.5,0,0.144299
0,2,0,9,6,1,-13.5,7.5,-27.5,2.34096e-07,0.878904
1,0,0,1,4,9,-9.5,-18.5,-19.5,6.07893e-08,0.60123
2,3,0,1,4,2,2.5,17.5,-26.5,5.68201e-07,0.813242
2,3,0,8,7,1,9.5,20.5,-27.5,0,0.837799
1,3,0,4,3,8,-6.5,16.5,-20.5,1.48513e-06,0.570555
0,0,1,1,3,1,-21.5,-19.5,-15.5,0,0.421615
1,3,1,4,2,7,-6.5,15.5,-9.5,6.79577e-07,0.143876
3,3,1,3,1,9,16.5,14.5,-7.5,2.11219e-07,0.059713
2,1,1,4,4,0,5.5,-6.5,-16.5,0,0.471269
3,2,1,9,0,7,22.5,1.5,-9.5,0,0.158402
0,2,0,1,5,8,-21.5,6.5,-20.5,1.98636e-07,0.579378
2,0,0,2,6,9,3.5,-16.5,-19.5,7.5807e-07,0.604264
1,0,1,9,3,7,-1.5,-19.5,-9.5,8.0899e-07,0.211897
3,0,0,6,7,4,19.5,-15.5,-24.5,0,0.787159
1,0,1,5,3,2,-5.5,-19.5,-14.5,9.23471e-10,0.405359
1,3,1,8,1,2,-2.5,14.5,-14.5,9.16532e-07,0.341897
3,2,0,3,9,5,16.5,10.5,-23.5,0,0.699659
3,3,0,6,8,1,19.5,21.5,-27.5,0,0.817043
0,0,1,6,7,7,-16.5,-15.5,-9.5,0,0.195403
1,1,1,1,1,5,-9.5,-9.5,-11.5,2.14198e-06,0.275933
0,0,1,3,5,6,-19.5,-17.5,-10.5,0,0.229685
1,2,1,0,8,9,-10.5,9.5,-7.5,7.74368e-07,0.0827417
0,3,1,1,0,0,-21.5,13.5,-16.5,5.05194e-09,0.399266
1,2,0,8,0,2,-2.5,1.5,-26.5,0,0.86363
2,0,0,6,6,2,7.5,-16.5,-26.5,0,0.889683
0,2,0,6,8,9,-16.5,9.5,-19.5,7.23521e-07,0.541061
2,2,1,4,1,3,5.5,2.5,-13.5,0,0.335425
3,0,0,4,6,9,17.5,-16.5,-19.5,0,0.588059
1,2,0,8,9,9,-2.5,10.5,-19.5,1.08051e-06,0.552593
2,0,0,6,1,1,7.5,-21.5,-27.5,0,0.9344
0,1,0,5,1,1,-17.5,-9.5,-27.5,3.65291e-07,0.909257
0,2,1,9,7,6,-13.5,8.5,-10.5,1.02954e-06,0.196086
1,0,0,6,6,8,-4.5,-16.5,-20.5,6.25117e-07,0.644327
0,3,1,3,4,8,-19.5,17.5,-8.5,0,0.0819935
0,1,1,1,3,6,-21.5,-7.5,-10.5,0,0.215128
2,2,0,5,6,5,6.5,7.5,-23.5,0,0.721676
2,2,0,7,1,0,8.5,2.5,-28.5,0,0.941046
3,0,1,9,5,7,22.5,-17.5,-9.5,0,0.184796
1,2,1,7,3,4,-3.5,4.5,-12.5,2.13968e-07,0.292612
3,1,1,3,3,8,16.5,-7.5,-8.5,0,0.148362
2,3,1,5,5,3,6.5,18.5,-13.5,1.43096e-06,0.287193
0,0,0,7,1,6,-15.5,-21.5,-22.5,0,0.716228
2,3,0,7,9,1,8.5,22.5,-27.5,0,0.830335
2,1,1,4,8,9,5.5,-2.5,-7.5,0,0.114487
1,3,0,1,7,3,-9.5,20.5,-25.5,0,0.755319
1,2,1,7,9,8,-3.5,10.5,-8.5,8.78263e-07,0.122822
2,0,0,6,9,1,7.5,-13.5,-27.5,0,0.928847
1,3,1,2,2,2,-8.5,15.5,-14.5,1.83432e-07,0.335029
1,0,1,3,2,4,-7.5,-20.5,-12.5,0,0.32586
1,2,1,0,5,3,-10.5,6.5,-13.5,1.06136e-06,0.321253
1,1,1,2,0,9,-8.5,-10.5,-7.5,1.76801e-06,0.124311
1,1,1,6,1,9,-4.5,-9.5,-7.5,1.40063e-06,0.12576
2,2,0,1,0,9,2.5,1.5,-19.5,0,0.576975
1,2,1,2,3,9,-8.5,4.5,-7.5,8.40094e-07,0.0975899
2,2,1,5,0,1,6.5,1.5,-15.5,4.35031e-08,0.415607
3,0,1,5,9,2,18.5,-13.5,-14.5,3.46127e-08,0.384414
1,1,0,4,4,4,-6.5,-6.5,-24.5,9.82959e-07,0.794946
1,0,1,2,0,2,-8.5,-22.5,-14.5,0,0.40412
1,2,0,0,6,4,-10.5,7.5,-24.5,1.389e-06,0.758821
0,2,1,2,7,2,-20.5,8.5,-14.5,9.95044e-08,0.338402
1,0,1,7,3,2,-3.5,-19.5,-14.5,2.54585e-07,0.406328
3,0,0,8,4,4,21.5,-18.5,-24.5,0,0.784658
0,2,0,9,6,2,-13.5,7.5,-26.5,1.26043e-06,0.837312
1,1,0,4,2,3,-6.5,-8.5,-25.5,9.47052e-07,0.839588
1,1,1,5,2,0,-5.5,-8.5,-16.5,1.44049e-06,0.474251
1,1,0,6,8,0,-4.5,-2.5,-28.5,0,0.955652
2,1,0,7,6,0,8.5,-4.5,-28.5,0,0.956646
2,0,0,3,1,6,4.5,-21.5,-22.5,1.90919e-07,0.728696
0,0,1,1,7,3,-21.5,-15.5,-13.5,0,0.340479
3,0,0,8,3,2,21.5,-19.5,-26.5,0,0.868176
0,1,0,6,8,9,-16.5,-2.5,-19.5,6.21065e-07,0.570872
2,2,0,7,1,8,8.5,2.5,-20.5,0,0.611313
0,0,0,2,2,1,-20.5,-20.5,-27.5,0,0.912748
1,1,0,9,8,6,-1.5,-2.5,-22.5,0,0.70759
3,1,1,6,7,0,19.5,-3.5,-16.5,0,0.447262
1,3,1,4,7,7,-6.5,20.5,-9.5,0,0.126375
2,1,0,3,5,4,4.5,-5.5,-24.5,3.35889e-08,0.794508
3,2,1,9,4,9,22.5,5.5,-7.5,0,0.0732254
2,3,1,1,2,0,2.5,15.5,-16.5,1.07119e-06,0.416971
2,0,0,9,6,1,10.5,-16.5,-27.5,8.52164e-08,0.928486
3,2,1,7,2,8,20.5,3.5,-8.5,0,0.120236
2,2,1,7,0,8,8.5,1.5,-8.5,0,0.142468
2,3,0,1,0,7,2.5,13.5,-21.5,6.0139e-07,0.623383
2,2,1,8,3,6,9.5,4.5,-10.5,0,0.21126
2,3,1,8,2,7,9.5,15.5,-9.5,6.31285e-07,0.141452
3,3,1,3,4,9,16.5,17.5,-7.5,6.39512e-08,0.0498375
2,2,1,0,8,2,1.5,9.5,-14.5,1.9653e-07,0.357722
0,2,0,0,7,9,-22.5,8.5,-19.5,0,0.531219
1,2,0,1,2,1,-9.5,3.5,-27.5,6.33307e-07,0.895448
3,0,1,3,5,8,16.5,-17.5,-8.5,0,0.158547
1,0,1,2,1,8,-8.5,-21.5,-8.5,0,0.170574
3,1,1,1,2,3,14.5,-8.5,-13.5,0,0.346283
3,0,1,0,1,3,13.5,-21.5,-13.5,3.4351e-07,0.358719
2,3,0,1,7,6,2.5,20.5,-22.5,4.86416e-08,0.637846
3,1,1,9,6,4,22.5,-4.5,-12.5,0,0.285515
3,1,0,0,9,7,13.5,-1.5,-21.5,0,0.654745
0,0,0,3,5,4,-19.5,-17.5,-24.5,0,0.788581
3,0,0,5,2,4,18.5,-20.5,-24.5,0,0.792483
1,3,0,4,4,8,-6.5,17.5,-20.5,3.62686e-07,0.566881
2,0,1,7,6,6,8.5,-16.5,-10.5,1.31204e-07,0.245147
0,2,1,0,6,4,-22.5,7.5,-12.5,0,0.258967
2,3,0,4,2,8,5.5,15.5,-20.5,9.95546e-07,0.574827
2,3,0,9,7,9,10.5,20.5,-19.5,1.90746e-07,0.511739
1,0,1,4,0,2,-6.5,-22.5,-14.5,0,0.405733
3,1,0,0,8,3,13.5,-2.5,-25.5,0,0.820963
1,0,0,2,9,7,-8.5,-13.5,-21.5,5.94105e-07,0.679463
1,0,0,1,0,6,-9.5,-22.5,-22.5,0,0.724973
1,0,1,0,0,2,-10.5,-22.5,-14.5,0,0.402079
1,0,0,6,0,0,-4.5,-22.5,-28.5,0,0.978924
2,2,1,5,3,2,6.5,4.5,-14.5,0,0.369132
1,1,0,9,2,2,-1.5,-8.5,-26.5,1.71029e-07,0.88359
0,0,0,8,3,4,-14.5,-19.5,-24.5,0,0.799468
0,1,0,0,1,2,-22.5,-9.5,-26.5,0,0.855926
1,1,0,1,7,3,-9.5,-3.5,-25.5,7.81231e-07,0.82817
1,3,0,7,6,3,-3.5,19.5,-25.5,4.41222e-08,0.763802
1,1,1,1,7,2,-9.5,-3.5,-14.5,1.08318e-06,0.38381
1,1,1,4,3,6,-6.5,-7.5,-10.5,1.06424e-06,0.236992
1,0,0,4,7,0,-6.5,-15.5,-28.5,6.73969e-07,0.973713
0,2,1,7,2,3,-15.5,3.5,-13.5,1.54603e-06,0.321936
0,1,0,7,4,8,-15.5,-6.5,-20.5,2.41657e-08,0.620171
3,2,0,2,5,8,15.5,6.5,-20.5,9.70714e-09,0.591688
3,3,1,0,0,9,13.5,13.5,-7.5,1.32718e-07,0.0673878
0,1,0,2,7,7,-20.5,-3.5,-21.5,3.34455e-07,0.64539
1,1,0,8,9,4,-2.5,-1.5,-24.5,0,0.787499
2,0,0,2,1,5,3.5,-21.5,-23.5,2.32304e-07,0.770297
1,2,1,7,7,8,-3.5,8.5,-8.5,1.60846e-06,0.128427
3,3,0,6,0,3,19.5,13.5,-25.5,0,0.76549
2,0,0,3,8,0,4.5,-14.5,-28.5,2.51517e-07,0.974104
0,2,0,5,0,4,-17.5,1.5,-24.5,1.29294e-06,0.763655
1,2,1,3,6,3,-7.5,7.5,-13.5,9.42422e-07,0.321422
1,0,1,5,7,8,-5.5,-15.5,-8.5,7.7703e-07,0.169558
3,0,0,2,0,8,15.5,-22.5,-20.5,0,0.635053
1,3,0,5,5,2,-5.5,18.5,-26.5,4.64637e-09,0.807946
1,0,1,8,8,5,-2.5,-14.5,-11.5,7.33818e-07,0.28577
1,0,1,1,7,8,-9.5,-15.5,-8.5,1.11928e-07,0.166458
1,3,0,0,6,4,-10.5,19.5,-24.5,4.82046e-08,0.717307
1,0,0,6,5,9,-4.5,-17.5,-19.5,8.53444e-08,0.604502
0,1,0,1,8,6,-21.5,-2.5,-22.5,0,0.681748
1,3,1,4,5,8,-6.5,18.5,-8.5,0,0.095684
0,2,1,4,7,6,-18.5,8.5,-10.5,8.07864e-07,0.187816
1,0,1,2,4,3,-8.5,-18.5,-13.5,0,0.363245
0,2,0,4,1,5,-18.5,2.5,-23.5,1.40542e-06,0.718169
2,2,1,2,6,1,3.5,7.5,-15.5,2.21902e-07,0.402135
1,0,0,2,3,0,-8.5,-19.5,-28.5,0,0.974741
0,0,0,4,8,4,-18.5,-14.5,-24.5,0,0.788314
1,3,0,3,4,2,-7.5,17.5,-26.5,1.71286e-07,0.810369
1,0,1,9,4,1,-1.5,-18.5,-15.5,3.56967e-07,0.445922
0,0,1,9,0,6,-13.5,-22.5,-10.5,0,0.242079
0,0,1,1,5,6,-21.5,-17.5,-10.5,0,0.225412
1,1,0,0,8,6,-10.5,-2.5,-22.5,7.77823e-07,0.701504
0,3,1,6,8,5,-16.5,21.5,-11.5,0,0.18702
3,1,0,4,0,5,17.5,-10.5,-23.5,0,0.74476
2,1,0,3,5,5,4.5,-5.5,-23.5,0,0.753265
3,0,1,2,6,3,15.5,-16.5,-13.5,0,0.353114
0,1,1,4,1,9,-18.5,-9.5,-7.5,0,0.109291
3,3,0,1,9,8,14.5,22.5,-20.5,2.34038e-07,0.538101
3,2,1,9,8,2,22.5,9.5,-14.5,0,0.331089
2,0,1,8,6,9,9.5,-16.5,-7.5,3.34e-07,0.129035
3,3,1,7,4,1,20.5,17.5,-15.5,0,0.348706
1,0,1,3,3,8,-7.5,-19.5,-8.5,1.40687e-07,0.170666
0,1,1,0,8,5,-22.5,-2.5,-11.5,7.47857e-08,0.243131
2,1,0,4,3,7,5.5,-7.5,-21.5,0,0.674118
0,2,0,8,6,3,-14.5,7.5,-25.5,1.41251e-06,0.794328
1,0,1,4,0,3,-6.5,-22.5,-13.5,1.82469e-07,0.366367
1,3,0,5,5,5,-5.5,18.5,-23.5,0,0.684968
3,1,1,2,7,0,15.5,-3.5,-16.5,0,0.4548
0,0,1,0,1,5,-22.5,-21.5,-11.5,0,0.263565
0,2,1,2,9,6,-20.5,10.5,-10.5,0,0.178135
0,1,0,5,4,8,-17.5,-6.5,-20.5,1.3025e-08,0.616509
0,3,1,1,5,4,-21.5,18.5,-12.5,0,0.226641
2,2,1,9,1,6,10.5,2.5,-10.5,0,0.214924
1,0,0,3,1,1,-7.5,-21.5,-27.5,0,0.934354
2,0,1,5,4,3,6.5,-18.5,-13.5,1.61535e-06,0.364881
0,3,0,0,6,5,-22.5,19.5,-23.5,0,0.654474
0,2,1,5,1,5,-17.5,2.5,-11.5,1.1694e-06,0.24322
0,2,1,7,8,5,-15.5,9.5,-11.5,5.67406e-07,0.228711
1,1,1,2,7,5,-8.5,-3.5,-11.5,1.63787e-06,0.267646
2,0,1,5,9,1,6.5,-13.5,-15.5,0,0.439938
2,3,1,0,6,2,1.5,19.5,-14.5,5.23867e-07,0.324446
0,1,1,1,6,9,-21.5,-4.5,-7.5,9.76518e-08,0.095906
1,1,1,1,0,6,-9.5,-10.5,-10.5,1.21172e-06,0.238454
2,2,1,0,8,0,1.5,9.5,-16.5,1.2171e-07,0.436405
3,2,0,3,1,8,16.5,2.5,-20.5,0,0.600282
3,0,1,2,3,0,15.5,-19.5,-16.5,0,0.473336
1,1,1,1,9,0,-9.5,-1.5,-16.5,1.06459e-06,0.458973
3,3,1,1,6,8,14.5,19.5,-8.5,5.99046e-07,0.0836508
1,0,1,2,3,0,-8.5,-19.5,-16.5,1.85744e-08,0.482378
2,2,0,7,8,9,8.5,9.5,-19.5,0,0.552056
3,2,1,7,4,7,20.5,5.5,-9.5,0,0.153511
3,1,0,6,0,5,19.5,-10.5,-23.5,1.95186e-07,0.740581
1,0,0,5,1,0,-5.5,-21.5,-28.5,0,0.978054
3,1,0,0,2,4,13.5,-8.5,-24.5,0,0.790194
3,0,0,4,0,2,17.5,-22.5,-26.5,0,0.878275
2,3,1,3,6,8,4.5,19.5,-8.5,5.67773e-07,0.0932634
3,2,0,1,6,6,14.5,7.5,-22.5,0,0.671478
2,1,1,4,0,9,5.5,-10.5,-7.5,4.10068e-07,0.126491
2,2,0,2,2,2,3.5,3.5,-26.5,0,0.858262
2,0,1,2,7,7,3.5,-15.5,-9.5,7.33092e-07,0.208921
1,0,1,4,4,3,-6.5,-18.5,-13.5,0,0.364846
2,3,1,8,5,4,9.5,18.5,-12.5,1.1929e-06,0.246034
0,0,1,8,2,6,-14.5,-20.5,-10.5,0,0.240039
2,2,1,2,1,2,3.5,2.5,-14.5,4.54636e-08,0.375544
0,1,1,9,9,3,-13.5,-1.5,-13.5,1.17782e-06,0.33592
1,1,1,0,9,5,-10.5,-1.5,-11.5,1.64105e-06,0.261917
0,1,1,7,7,7,-15.5,-3.5,-9.5,1.9848e-06,0.181816
3,3,0,8,4,4,21.5,17.5,-24.5,0,0.705397
0,3,1,3,7,3,-19.5,20.5,-13.5,0,0.262051
3,0,1,1,5,9,14.5,-17.5,-7.5,9.21999e-08,0.12356
3,1,0,3,7,6,16.5,-3.5,-22.5,0,0.694447
0,2,0,6,5,5,-16.5,6.5,-23.5,5.11621e-07,0.711556
0,0,0,6,9,4,-16.5,-13.5,-24.5,0,0.791315
0,1,0,5,7,0,-17.5,-3.5,-28.5,1.23295e-07,0.940969
0,0,1,3,6,6,-19.5,-16.5,-10.5,0,0.229026
3,2,0,0,5,1,13.5,6.5,-27.5,0,0.881909
0,3,0,4,2,1,-18.5,15.5,-27.5,0,0.842942
1,2,1,9,2,0,-1.5,3.5,-16.5,3.57695e-07,0.452586
3,1,0,9,7,9,22.5,-3.5,-19.5,0,0.560035
1,1,0,9,0,5,-1.5,-10.5,-23.5,7.93613e-07,0.761923
1,2,0,2,6,1,-8.5,7.5,-27.5,1.18827e-06,0.885264
2,0,0,0,6,0,1.5,-16.5,-28.5,4.94759e-07,0.976922
2,1,0,4,8,9,5.5,-2.5,-19.5,0,0.584241
1,0,0,4,1,0,-6.5,-21.5,-28.5,0,0.977346
1,1,0,9,9,7,-1.5,-1.5,-21.5,0,0.664741
3,0,1,0,1,5,13.5,-21.5,-11.5,0,0.280655
3,3,0,6,1,0,19.5,14.5,-28.5,0,0.886073
3,0,1,9,2,9,22.5,-20.5,-7.5,0,0.109913
0,0,0,4,4,3,-18.5,-18.5,-25.5,0,0.832809
1,2,1,7,9,3,-3.5,10.5,-13.5,7.01677e-07,0.315192
0,0,1,9,8,7,-13.5,-14.5,-9.5,9.32128e-08,0.199248
0,2,0,7,1,6,-15.5,2.5,-22.5,1.38878e-06,0.683069
1,3,1,0,8,7,-10.5,21.5,-9.5,0,0.119164
0,0,1,9,6,5,-13.5,-16.5,-11.5,0,0.278087
1,0,0,6,7,1,-4.5,-15.5,-27.5,6.65091e-07,0.932852
2,0,1,1,4,2,2.5,-18.5,-14.5,6.35243e-07,0.406156
1,3,1,4,7,0,-6.5,20.5,-16.5,0,0.396716
0,2,0,5,3,8,-17.5,4.5,-20.5,1.32611e-06,0.593323
2,1,0,3,9,9,4.5,-1.5,-19.5,1.8675e-07,0.582775
3,2,0,2,9,7,15.5,10.5,-21.5,0,0.620248
3,3,1,6,2,6,19.5,15.5,-10.5,3.15742e-07,0.164721
2,1,1,3,0,4,4.5,-10.5,-12.5,1.50709e-07,0.319825
0,0,0,2,1,2,-20.5,-21.5,-26.5,0,0.871296
3,2,0,2,6,4,15.5,7.5,-24.5,0,0.751528
1,2,0,5,4,7,-5.5,5.5,-21.5,1.35846e-06,0.646423
3,2,0,0,2,6,13.5,3.5,-22.5,0,0.683892
3,0,1,7,6,4,20.5,-16.5,-12.5,0,0.304544
0,1,1,8,4,8,-14.5,-6.5,-8.5,4.36773e-07,0.150002
1,0,1,9,9,3,-1.5,-13.5,-13.5,8.12611e-07,0.363187
2,2,1,6,4,7,7.5,5.5,-9.5,0,0.172184
3,3,0,6,2,0,19.5,15.5,-28.5,0,0.882393
1,0,0,9,5,7,-1.5,-17.5,-21.5,1.71057e-06,0.686783
0,2,0,0,4,1,-22.5,5.5,-27.5,0,0.865985
3,2,0,7,8,0,20.5,9.5,-28.5,0,0.900799
2,2,0,2,3,2,3.5,4.5,-26.5,2.52474e-09,0.855608
2,1,1,4,2,2,5.5,-8.5,-14.5,0,0.395107
1,1,0,8,9,8,-2.5,-1.5,-20.5,0,0.623922
3,3,0,9,0,4,22.5,13.5,-24.5,0,0.717423
1,0,1,2,5,7,-8.5,-17.5,-9.5,2.98754e-07,0.207178
0,3,0,1,5,4,-21.5,18.5,-24.5,4.32119e-08,0.701464
0,0,0,9,7,2,-13.5,-15.5,-26.5,0,0.881506
1,2,1,1,2,1,-9.5,3.5,-15.5,1.24663e-06,0.408317
3,1,1,9,2,6,22.5,-8.5,-10.5,0,0.214351
3,3,1,9,2,9,22.5,15.5,-7.5,0,0.0447182
1,1,0,1,6,2,-9.5,-4.5,-26.5,5.24789e-07,0.871697
0,3,1,5,2,3,-17.5,15.5,-13.5,0,0.28383
1,0,1,0,4,7,-10.5,-18.5,-9.5,0,0.205778
0,1,0,0,4,5,-22.5,-6.5,-23.5,0,0.727441
2,2,0,9,4,4,10.5,5.5,-24.5,0,0.764551
3,2,1,5,2,4,18.5,3.5,-12.5,0,0.277778
3,0,1,9,7,7,22.5,-15.5,-9.5,0,0.183406
2,0,0,6,2,5,7.5,-20.5,-23.5,1.44446e-07,0.767448
3,0,1,7,3,6,20.5,-19.5,-10.5,0,0.228779
0,3,1,8,4,3,-14.5,17.5,-13.5,0,0.281941
3,0,0,8,8,3,21.5,-14.5,-25.5,0,0.822954
0,0,0,0,0,1,-22.5,-22.5,-27.5,0,0.908382
2,3,0,8,1,2,9.5,14.5,-26.5,3.04416e-07,0.819658
3,2,1,6,5,5,19.5,6.5,-11.5,0,0.229694
3,0,0,6,4,2,19.5,-18.5,-26.5,0,0.872358
2,0,0,8,5,6,9.5,-17.5,-22.5,8.47606e-07,0.722791
1,2,0,3,8,5,-7.5,9.5,-23.5,1.22436e-06,0.714857
0,3,1,2,1,5,-20.5,14.5,-11.5,0,0.204117
3,0,0,9,9,4,22.5,-13.5,-24.5,0,0.778099
3,2,1,7,2,2,20.5,3.5,-14.5,0,0.351545
2,1,0,3,6,0,4.5,-4.5,-28.5,0,0.959674
3,3,1,8,0,5,21.5,13.5,-11.5,0,0.205239
0,1,0,1,4,5,-21.5,-6.5,-23.5,0,0.729926
3,0,0,7,5,7,20.5,-17.5,-21.5,0,0.663452
1,3,1,1,0,1,-9.5,13.5,-15.5,2.60995e-06,0.379862
2,1,1,6,5,9,7.5,-5.5,-7.5,0,0.118272
3,0,1,4,4,7,17.5,-18.5,-9.5,0,0.1957
1,0,0,7,4,9,-3.5,-18.5,-19.5,2.90503e-07,0.605562
1,1,1,1,3,9,-9.5,-7.5,-7.5,3.743e-07,0.119496
0,3,1,9,3,7,-13.5,16.5,-9.5,0,0.133366
1,0,0,3,2,0,-7.5,-20.5,-28.5,0,0.976149
1,2,0,8,2,6,-2.5,3.5,-22.5,0,0.693706
1,3,0,6,3,2,-4.5,16.5,-26.5,9.13591e-07,0.81625
3,2,0,6,0,0,19.5,1.5,-28.5,0,0.925647
1,2,1,9,9,6,-1.5,10.5,-10.5,6.55136e-07,0.199735
0,2,0,0,9,7,-22.5,10.5,-21.5,6.8927e-08,0.605454
1,0,0,8,6,5,-2.5,-16.5,-23.5,8.79944e-07,0.767913
2,2,1,8,9,8,9.5,10.5,-8.5,0,0.118871
1,2,1,2,2,8,-8.5,3.5,-8.5,1.36859e-06,0.137953
2,3,1,7,0,0,8.5,13.5,-16.5,1.43193e-07,0.42019
2,3,0,9,3,0,10.5,16.5,-28.5,2.87535e-07,0.89419
0,2,1,4,7,3,-18.5,8.5,-13.5,5.81141e-07,0.303574
3,3,0,1,4,5,14.5,17.5,-23.5,9.32008e-07,0.678784
3,2,0,9,0,8,22.5,1.5,-20.5,0,0.589754
1,3,0,3,3,7,-7.5,16.5,-21.5,9.85162e-08,0.610022
0,3,0,0,3,4,-22.5,16.5,-24.5,4.83355e-08,0.706589
2,3,1,2,0,5,3.5,13.5,-11.5,1.05305e-06,0.228519
